date_key,date,day,week,month,quarter,year
D001018,03-10-2020,3,1st Week,10,Q4,2020
D001019,15-10-2016,15,3rd Week,10,Q4,2016
D001020,07-01-2018,7,1st Week,1,Q1,2018
D001021,22-09-2016,22,4th Week,9,Q3,2016
D001022,14-07-2020,14,2nd Week,7,Q3,2020
D001023,08-07-2015,8,2nd Week,7,Q3,2015
D001024,08-01-2015,8,2nd Week,1,Q1,2015
D001025,11-03-2017,11,2nd Week,3,Q1,2017
D001026,06-09-2017,6,1st Week,9,Q3,2017
D001027,10-12-2015,10,2nd Week,12,Q4,2015
D001028,08-04-2015,8,2nd Week,4,Q2,2015
D001029,23-10-2015,23,4th Week,10,Q4,2015
D001030,26-11-2015,26,4th Week,11,Q4,2015
D001031,03-06-2016,3,1st Week,6,Q2,2016
D001032,21-12-2016,21,3rd Week,12,Q4,2016
D001033,03-03-2016,3,1st Week,3,Q1,2016
D001034,18-08-2017,18,3rd Week,8,Q3,2017
D001035,25-03-2019,25,4th Week,3,Q1,2019
D001036,08-06-2017,8,2nd Week,6,Q2,2017
D001037,18-05-2017,18,3rd Week,5,Q2,2017
D001038,25-04-2018,25,4th Week,4,Q2,2018
D001039,29-01-2016,29,4th Week,1,Q1,2016
D001040,18-08-2016,18,3rd Week,8,Q3,2016
D001041,24-11-2018,24,4th Week,11,Q4,2018
D001042,04-12-2019,4,1st Week,12,Q4,2019
D001043,01-04-2020,1,1st Week,4,Q2,2020
D001044,12-05-2016,12,2nd Week,5,Q2,2016
D001045,27-05-2017,27,4th Week,5,Q2,2017
D001046,27-01-2017,27,4th Week,1,Q1,2017
D001047,18-10-2019,18,3rd Week,10,Q4,2019
D001048,27-02-2018,27,4th Week,2,Q1,2018
D001049,26-04-2016,26,4th Week,4,Q2,2016
D001050,14-12-2016,14,2nd Week,12,Q4,2016
D001051,13-12-2016,13,2nd Week,12,Q4,2016
D001052,24-10-2019,24,4th Week,10,Q4,2019
D001053,06-05-2017,6,1st Week,5,Q2,2017
D001054,12-04-2019,12,2nd Week,4,Q2,2019
D001055,22-09-2017,22,4th Week,9,Q3,2017
D001056,14-12-2019,14,2nd Week,12,Q4,2019
D001057,13-01-2018,13,2nd Week,1,Q1,2018
D001058,03-01-2021,3,1st Week,1,Q1,2021
D001059,14-06-2020,14,2nd Week,6,Q2,2020
D001060,29-02-2016,29,4th Week,2,Q1,2016
D001061,15-08-2014,15,3rd Week,8,Q3,2014
D001062,01-02-2015,1,1st Week,2,Q1,2015
D001063,12-02-2018,12,2nd Week,2,Q1,2018
D001064,10-02-2014,10,2nd Week,2,Q1,2014
D001065,17-12-2014,17,3rd Week,12,Q4,2014
D001066,01-09-2015,1,1st Week,9,Q3,2015
D001067,05-04-2017,5,1st Week,4,Q2,2017
D001068,21-01-2014,21,3rd Week,1,Q1,2014
D001069,11-09-2020,11,2nd Week,9,Q3,2020
D001070,20-12-2014,20,3rd Week,12,Q4,2014
D001071,21-11-2014,21,3rd Week,11,Q4,2014
D001072,17-06-2019,17,3rd Week,6,Q2,2019
D001073,04-09-2016,4,1st Week,9,Q3,2016
D001074,08-04-2020,8,2nd Week,4,Q2,2020
D001075,09-11-2015,9,2nd Week,11,Q4,2015
D001076,21-06-2017,21,3rd Week,6,Q2,2017
D001077,10-08-2018,10,2nd Week,8,Q3,2018
D001078,28-03-2019,28,4th Week,3,Q1,2019
D001079,26-06-2015,26,4th Week,6,Q2,2015
D001080,21-02-2019,21,3rd Week,2,Q1,2019
D001081,26-04-2014,26,4th Week,4,Q2,2014
D001082,28-01-2014,28,4th Week,1,Q1,2014
D001083,10-12-2014,10,2nd Week,12,Q4,2014
D001084,12-06-2014,12,2nd Week,6,Q2,2014
D001085,18-06-2020,18,3rd Week,6,Q2,2020
D001086,17-11-2014,17,3rd Week,11,Q4,2014
D001087,15-01-2019,15,3rd Week,1,Q1,2019
D001088,25-10-2015,25,4th Week,10,Q4,2015
D001089,21-01-2015,21,3rd Week,1,Q1,2015
D001090,22-03-2016,22,4th Week,3,Q1,2016
D001091,05-07-2014,5,1st Week,7,Q3,2014
D001092,28-03-2014,28,4th Week,3,Q1,2014
D001093,18-12-2016,18,3rd Week,12,Q4,2016
D001094,15-03-2014,15,3rd Week,3,Q1,2014
D001095,25-03-2020,25,4th Week,3,Q1,2020
D001096,15-06-2020,15,3rd Week,6,Q2,2020
D001097,25-05-2018,25,4th Week,5,Q2,2018
D001098,25-05-2016,25,4th Week,5,Q2,2016
D001099,31-12-2019,31,4th Week,12,Q4,2019
D001100,15-08-2017,15,3rd Week,8,Q3,2017
D001101,26-05-2020,26,4th Week,5,Q2,2020
D001102,20-07-2020,20,3rd Week,7,Q3,2020
D001103,18-04-2019,18,3rd Week,4,Q2,2019
D001104,11-01-2015,11,2nd Week,1,Q1,2015
D001105,11-05-2020,11,2nd Week,5,Q2,2020
D001106,13-05-2020,13,2nd Week,5,Q2,2020
D001107,08-06-2015,8,2nd Week,6,Q2,2015
D001108,10-09-2015,10,2nd Week,9,Q3,2015
D001109,27-11-2018,27,4th Week,11,Q4,2018
D001110,19-02-2015,19,3rd Week,2,Q1,2015
D001111,13-06-2017,13,2nd Week,6,Q2,2017
D001112,17-02-2014,17,3rd Week,2,Q1,2014
D001113,05-06-2016,5,1st Week,6,Q2,2016
D001114,02-01-2019,2,1st Week,1,Q1,2019
D001115,02-10-2019,2,1st Week,10,Q4,2019
D001116,14-07-2015,14,2nd Week,7,Q3,2015
D001117,12-10-2016,12,2nd Week,10,Q4,2016
D001118,11-03-2015,11,2nd Week,3,Q1,2015
D001119,26-07-2017,26,4th Week,7,Q3,2017
D001120,09-12-2015,9,2nd Week,12,Q4,2015
D001121,14-01-2017,14,2nd Week,1,Q1,2017
D001122,14-05-2017,14,2nd Week,5,Q2,2017
D001123,19-04-2019,19,3rd Week,4,Q2,2019
D001124,29-12-2015,29,4th Week,12,Q4,2015
D001125,01-01-2019,1,1st Week,1,Q1,2019
D001126,16-04-2020,16,3rd Week,4,Q2,2020
D001127,28-12-2015,28,4th Week,12,Q4,2015
D001128,01-04-2018,1,1st Week,4,Q2,2018
D001129,22-08-2015,22,4th Week,8,Q3,2015
D001130,27-02-2015,27,4th Week,2,Q1,2015
D001131,15-01-2018,15,3rd Week,1,Q1,2018
D001132,15-02-2017,15,3rd Week,2,Q1,2017
D001133,10-09-2017,10,2nd Week,9,Q3,2017
D001134,29-05-2017,29,4th Week,5,Q2,2017
D001135,01-11-2014,1,1st Week,11,Q4,2014
D001136,24-10-2020,24,4th Week,10,Q4,2020
D001137,25-05-2020,25,4th Week,5,Q2,2020
D001138,17-03-2020,17,3rd Week,3,Q1,2020
D001139,22-11-2016,22,4th Week,11,Q4,2016
D001140,01-09-2014,1,1st Week,9,Q3,2014
D001141,15-10-2017,15,3rd Week,10,Q4,2017
D001142,24-01-2016,24,4th Week,1,Q1,2016
D001143,01-04-2019,1,1st Week,4,Q2,2019
D001144,06-03-2017,6,1st Week,3,Q1,2017
D001145,29-03-2019,29,4th Week,3,Q1,2019
D001146,17-02-2017,17,3rd Week,2,Q1,2017
D001147,21-09-2015,21,3rd Week,9,Q3,2015
D001148,15-05-2020,15,3rd Week,5,Q2,2020
D001149,23-02-2014,23,4th Week,2,Q1,2014
D001150,23-04-2016,23,4th Week,4,Q2,2016
D001151,05-02-2016,5,1st Week,2,Q1,2016
D001152,31-08-2017,31,4th Week,8,Q3,2017
D001153,06-04-2018,6,1st Week,4,Q2,2018
D001154,02-09-2016,2,1st Week,9,Q3,2016
D001155,09-05-2015,9,2nd Week,5,Q2,2015
D001156,15-11-2015,15,3rd Week,11,Q4,2015
D001157,22-09-2019,22,4th Week,9,Q3,2019
D001158,01-08-2020,1,1st Week,8,Q3,2020
D001159,15-12-2014,15,3rd Week,12,Q4,2014
D001160,01-11-2018,1,1st Week,11,Q4,2018
D001161,23-01-2019,23,4th Week,1,Q1,2019
D001162,25-10-2014,25,4th Week,10,Q4,2014
D001163,26-10-2016,26,4th Week,10,Q4,2016
D001164,17-09-2020,17,3rd Week,9,Q3,2020
D001165,31-01-2016,31,4th Week,1,Q1,2016
D001166,01-10-2014,1,1st Week,10,Q4,2014
D001167,29-07-2020,29,4th Week,7,Q3,2020
D001168,15-03-2017,15,3rd Week,3,Q1,2017
D001169,15-04-2015,15,3rd Week,4,Q2,2015
D001170,31-08-2016,31,4th Week,8,Q3,2016
D001171,24-06-2020,24,4th Week,6,Q2,2020
D001172,11-01-2020,11,2nd Week,1,Q1,2020
D001173,11-11-2015,11,2nd Week,11,Q4,2015
D001174,14-09-2019,14,2nd Week,9,Q3,2019
D001175,21-09-2020,21,3rd Week,9,Q3,2020
D001176,13-02-2016,13,2nd Week,2,Q1,2016
D001177,24-02-2020,24,4th Week,2,Q1,2020
D001178,20-05-2015,20,3rd Week,5,Q2,2015
D001179,22-11-2020,22,4th Week,11,Q4,2020
D001180,30-03-2016,30,4th Week,3,Q1,2016
D001181,14-03-2016,14,2nd Week,3,Q1,2016
D001182,16-12-2018,16,3rd Week,12,Q4,2018
D001183,08-09-2017,8,2nd Week,9,Q3,2017
D001184,05-02-2015,5,1st Week,2,Q1,2015
D001185,01-06-2020,1,1st Week,6,Q2,2020
D001186,14-02-2014,14,2nd Week,2,Q1,2014
D001187,18-05-2018,18,3rd Week,5,Q2,2018
D001188,05-09-2014,5,1st Week,9,Q3,2014
D001189,21-09-2017,21,3rd Week,9,Q3,2017
D001190,16-07-2019,16,3rd Week,7,Q3,2019
D001191,21-02-2018,21,3rd Week,2,Q1,2018
D001192,07-05-2015,7,1st Week,5,Q2,2015
D001193,31-12-2020,31,4th Week,12,Q4,2020
D001194,19-11-2017,19,3rd Week,11,Q4,2017
D001195,24-07-2016,24,4th Week,7,Q3,2016
D001196,07-03-2019,7,1st Week,3,Q1,2019
D001197,08-02-2018,8,2nd Week,2,Q1,2018
D001198,05-02-2018,5,1st Week,2,Q1,2018
D001199,19-04-2016,19,3rd Week,4,Q2,2016
D001200,23-09-2015,23,4th Week,9,Q3,2015
D001201,26-01-2017,26,4th Week,1,Q1,2017
D001202,01-07-2020,1,1st Week,7,Q3,2020
D001203,04-04-2014,4,1st Week,4,Q2,2014
D001204,20-01-2020,20,3rd Week,1,Q1,2020
D001205,06-12-2016,6,1st Week,12,Q4,2016
D001206,03-06-2019,3,1st Week,6,Q2,2019
D001207,29-05-2016,29,4th Week,5,Q2,2016
D001208,26-03-2015,26,4th Week,3,Q1,2015
D001209,15-10-2018,15,3rd Week,10,Q4,2018
D001210,24-12-2018,24,4th Week,12,Q4,2018
D001211,23-06-2017,23,4th Week,6,Q2,2017
D001212,23-01-2016,23,4th Week,1,Q1,2016
D001213,05-03-2014,5,1st Week,3,Q1,2014
D001214,02-05-2016,2,1st Week,5,Q2,2016
D001215,18-10-2015,18,3rd Week,10,Q4,2015
D001216,29-10-2020,29,4th Week,10,Q4,2020
D001217,21-06-2018,21,3rd Week,6,Q2,2018
D001218,20-11-2020,20,3rd Week,11,Q4,2020
D001219,23-05-2017,23,4th Week,5,Q2,2017
D001220,11-08-2020,11,2nd Week,8,Q3,2020
D001221,13-07-2019,13,2nd Week,7,Q3,2019
D001222,16-07-2020,16,3rd Week,7,Q3,2020
D001223,30-07-2015,30,4th Week,7,Q3,2015
D001224,18-12-2017,18,3rd Week,12,Q4,2017
D001225,31-10-2016,31,4th Week,10,Q4,2016
D001226,13-12-2020,13,2nd Week,12,Q4,2020
D001227,17-01-2020,17,3rd Week,1,Q1,2020
D001228,13-08-2020,13,2nd Week,8,Q3,2020
D001229,07-04-2014,7,1st Week,4,Q2,2014
D001230,19-04-2015,19,3rd Week,4,Q2,2015
D001231,07-10-2016,7,1st Week,10,Q4,2016
D001232,04-08-2014,4,1st Week,8,Q3,2014
D001233,02-12-2019,2,1st Week,12,Q4,2019
D001234,02-12-2018,2,1st Week,12,Q4,2018
D001235,01-10-2016,1,1st Week,10,Q4,2016
D001236,13-09-2015,13,2nd Week,9,Q3,2015
D001237,05-12-2014,5,1st Week,12,Q4,2014
D001238,14-12-2020,14,2nd Week,12,Q4,2020
D001239,28-02-2015,28,4th Week,2,Q1,2015
D001240,19-02-2016,19,3rd Week,2,Q1,2016
D001241,13-01-2021,13,2nd Week,1,Q1,2021
D001242,03-08-2019,3,1st Week,8,Q3,2019
D001243,17-04-2014,17,3rd Week,4,Q2,2014
D001244,16-11-2018,16,3rd Week,11,Q4,2018
D001245,29-03-2015,29,4th Week,3,Q1,2015
D001246,17-03-2014,17,3rd Week,3,Q1,2014
D001247,16-10-2018,16,3rd Week,10,Q4,2018
D001248,31-05-2016,31,4th Week,5,Q2,2016
D001249,09-08-2020,9,2nd Week,8,Q3,2020
D001250,25-12-2020,25,4th Week,12,Q4,2020
D001251,25-06-2015,25,4th Week,6,Q2,2015
D001252,07-07-2017,7,1st Week,7,Q3,2017
D001253,02-09-2014,2,1st Week,9,Q3,2014
D001254,21-07-2014,21,3rd Week,7,Q3,2014
D001255,14-01-2021,14,2nd Week,1,Q1,2021
D001256,03-07-2019,3,1st Week,7,Q3,2019
D001257,24-04-2019,24,4th Week,4,Q2,2019
D001258,14-03-2017,14,2nd Week,3,Q1,2017
D001259,15-09-2018,15,3rd Week,9,Q3,2018
D001260,02-10-2020,2,1st Week,10,Q4,2020
D001261,08-06-2019,8,2nd Week,6,Q2,2019
D001262,18-09-2020,18,3rd Week,9,Q3,2020
D001263,15-03-2018,15,3rd Week,3,Q1,2018
D001264,09-03-2014,9,2nd Week,3,Q1,2014
D001265,09-02-2020,9,2nd Week,2,Q1,2020
D001266,14-07-2018,14,2nd Week,7,Q3,2018
D001267,30-01-2017,30,4th Week,1,Q1,2017
D001268,10-05-2017,10,2nd Week,5,Q2,2017
D001269,26-05-2014,26,4th Week,5,Q2,2014
D001270,26-12-2014,26,4th Week,12,Q4,2014
D001271,09-02-2016,9,2nd Week,2,Q1,2016
D001272,19-01-2015,19,3rd Week,1,Q1,2015
D001273,30-06-2019,30,4th Week,6,Q2,2019
D001274,03-07-2015,3,1st Week,7,Q3,2015
D001275,15-05-2018,15,3rd Week,5,Q2,2018
D001276,26-02-2017,26,4th Week,2,Q1,2017
D001277,02-04-2017,2,1st Week,4,Q2,2017
D001278,06-09-2014,6,1st Week,9,Q3,2014
D001279,23-12-2019,23,4th Week,12,Q4,2019
D001280,11-10-2014,11,2nd Week,10,Q4,2014
D001281,03-02-2016,3,1st Week,2,Q1,2016
D001282,25-02-2014,25,4th Week,2,Q1,2014
D001283,20-01-2014,20,3rd Week,1,Q1,2014
D001284,14-07-2014,14,2nd Week,7,Q3,2014
D001285,05-11-2015,5,1st Week,11,Q4,2015
D001286,14-04-2016,14,2nd Week,4,Q2,2016
D001287,14-12-2014,14,2nd Week,12,Q4,2014
D001288,10-08-2020,10,2nd Week,8,Q3,2020
D001289,26-02-2018,26,4th Week,2,Q1,2018
D001290,26-03-2018,26,4th Week,3,Q1,2018
D001291,25-11-2014,25,4th Week,11,Q4,2014
D001292,25-02-2019,25,4th Week,2,Q1,2019
D001293,20-06-2014,20,3rd Week,6,Q2,2014
D001294,30-07-2017,30,4th Week,7,Q3,2017
D001295,13-11-2020,13,2nd Week,11,Q4,2020
D001296,08-05-2020,8,2nd Week,5,Q2,2020
D001297,20-11-2018,20,3rd Week,11,Q4,2018
D001298,14-09-2018,14,2nd Week,9,Q3,2018
D001299,25-05-2015,25,4th Week,5,Q2,2015
D001300,15-01-2016,15,3rd Week,1,Q1,2016
D001301,23-02-2017,23,4th Week,2,Q1,2017
D001302,22-02-2018,22,4th Week,2,Q1,2018
D001303,18-07-2015,18,3rd Week,7,Q3,2015
D001304,25-12-2018,25,4th Week,12,Q4,2018
D001305,21-10-2017,21,3rd Week,10,Q4,2017
D001306,05-03-2017,5,1st Week,3,Q1,2017
D001307,18-02-2019,18,3rd Week,2,Q1,2019
D001308,26-09-2015,26,4th Week,9,Q3,2015
D001309,19-09-2019,19,3rd Week,9,Q3,2019
D001310,27-02-2017,27,4th Week,2,Q1,2017
D001311,15-03-2020,15,3rd Week,3,Q1,2020
D001312,07-05-2020,7,1st Week,5,Q2,2020
D001313,22-10-2015,22,4th Week,10,Q4,2015
D001314,19-11-2020,19,3rd Week,11,Q4,2020
D001315,21-06-2016,21,3rd Week,6,Q2,2016
D001316,30-01-2016,30,4th Week,1,Q1,2016
D001317,24-05-2016,24,4th Week,5,Q2,2016
D001318,16-11-2016,16,3rd Week,11,Q4,2016
D001319,01-05-2020,1,1st Week,5,Q2,2020
D001320,21-12-2017,21,3rd Week,12,Q4,2017
D001321,30-12-2019,30,4th Week,12,Q4,2019
D001322,08-11-2020,8,2nd Week,11,Q4,2020
D001323,09-02-2018,9,2nd Week,2,Q1,2018
D001324,23-07-2020,23,4th Week,7,Q3,2020
D001325,13-04-2020,13,2nd Week,4,Q2,2020
D001326,06-01-2020,6,1st Week,1,Q1,2020
D001327,08-04-2017,8,2nd Week,4,Q2,2017
D001328,04-03-2020,4,1st Week,3,Q1,2020
D001329,30-12-2020,30,4th Week,12,Q4,2020
D001330,11-11-2019,11,2nd Week,11,Q4,2019
D001331,02-03-2019,2,1st Week,3,Q1,2019
D001332,18-03-2014,18,3rd Week,3,Q1,2014
D001333,26-02-2016,26,4th Week,2,Q1,2016
D001334,02-07-2020,2,1st Week,7,Q3,2020
D001335,26-09-2016,26,4th Week,9,Q3,2016
D001336,20-06-2015,20,3rd Week,6,Q2,2015
D001337,13-07-2017,13,2nd Week,7,Q3,2017
D001338,29-08-2018,29,4th Week,8,Q3,2018
D001339,22-10-2020,22,4th Week,10,Q4,2020
D001340,29-08-2016,29,4th Week,8,Q3,2016
D001341,28-01-2017,28,4th Week,1,Q1,2017
D001342,14-10-2020,14,2nd Week,10,Q4,2020
D001343,07-03-2018,7,1st Week,3,Q1,2018
D001344,23-10-2014,23,4th Week,10,Q4,2014
D001345,29-09-2019,29,4th Week,9,Q3,2019
D001346,05-11-2019,5,1st Week,11,Q4,2019
D001347,19-10-2020,19,3rd Week,10,Q4,2020
D001348,05-08-2017,5,1st Week,8,Q3,2017
D001349,21-04-2016,21,3rd Week,4,Q2,2016
D001350,09-12-2019,9,2nd Week,12,Q4,2019
D001351,21-04-2014,21,3rd Week,4,Q2,2014
D001352,07-01-2015,7,1st Week,1,Q1,2015
D001353,24-11-2020,24,4th Week,11,Q4,2020
D001354,04-11-2015,4,1st Week,11,Q4,2015
D001355,24-11-2015,24,4th Week,11,Q4,2015
D001356,08-09-2020,8,2nd Week,9,Q3,2020
D001357,06-07-2018,6,1st Week,7,Q3,2018
D001358,28-07-2020,28,4th Week,7,Q3,2020
D001359,11-07-2018,11,2nd Week,7,Q3,2018
D001360,27-09-2019,27,4th Week,9,Q3,2019
D001361,23-08-2015,23,4th Week,8,Q3,2015
D001362,19-06-2018,19,3rd Week,6,Q2,2018
D001363,03-04-2018,3,1st Week,4,Q2,2018
D001364,18-02-2016,18,3rd Week,2,Q1,2016
D001365,19-08-2020,19,3rd Week,8,Q3,2020
D001366,27-05-2019,27,4th Week,5,Q2,2019
D001367,16-08-2020,16,3rd Week,8,Q3,2020
D001368,11-04-2017,11,2nd Week,4,Q2,2017
D001369,08-03-2016,8,2nd Week,3,Q1,2016
D001370,07-02-2014,7,1st Week,2,Q1,2014
D001371,20-07-2014,20,3rd Week,7,Q3,2014
D001372,30-09-2017,30,4th Week,9,Q3,2017
D001373,25-06-2019,25,4th Week,6,Q2,2019
D001374,05-05-2015,5,1st Week,5,Q2,2015
D001375,20-01-2019,20,3rd Week,1,Q1,2019
D001376,22-03-2014,22,4th Week,3,Q1,2014
D001377,06-01-2016,6,1st Week,1,Q1,2016
D001378,09-02-2014,9,2nd Week,2,Q1,2014
D001379,21-11-2020,21,3rd Week,11,Q4,2020
D001380,04-08-2018,4,1st Week,8,Q3,2018
D001381,06-05-2018,6,1st Week,5,Q2,2018
D001382,06-10-2014,6,1st Week,10,Q4,2014
D001383,19-09-2015,19,3rd Week,9,Q3,2015
D001384,02-05-2015,2,1st Week,5,Q2,2015
D001385,10-02-2019,10,2nd Week,2,Q1,2019
D001386,12-05-2014,12,2nd Week,5,Q2,2014
D001387,23-04-2019,23,4th Week,4,Q2,2019
D001388,16-02-2018,16,3rd Week,2,Q1,2018
D001389,13-11-2015,13,2nd Week,11,Q4,2015
D001390,23-12-2017,23,4th Week,12,Q4,2017
D001391,08-02-2020,8,2nd Week,2,Q1,2020
D001392,19-06-2019,19,3rd Week,6,Q2,2019
D001393,21-08-2019,21,3rd Week,8,Q3,2019
D001394,25-06-2014,25,4th Week,6,Q2,2014
D001395,04-05-2015,4,1st Week,5,Q2,2015
D001396,20-07-2019,20,3rd Week,7,Q3,2019
D001397,15-11-2014,15,3rd Week,11,Q4,2014
D001398,17-10-2015,17,3rd Week,10,Q4,2015
D001399,02-07-2019,2,1st Week,7,Q3,2019
D001400,04-07-2016,4,1st Week,7,Q3,2016
D001401,11-02-2015,11,2nd Week,2,Q1,2015
D001402,01-02-2017,1,1st Week,2,Q1,2017
D001403,09-10-2020,9,2nd Week,10,Q4,2020
D001404,27-04-2019,27,4th Week,4,Q2,2019
D001405,27-09-2015,27,4th Week,9,Q3,2015
D001406,27-02-2020,27,4th Week,2,Q1,2020
D001407,23-10-2019,23,4th Week,10,Q4,2019
D001408,10-02-2018,10,2nd Week,2,Q1,2018
D001409,18-07-2016,18,3rd Week,7,Q3,2016
D001410,16-09-2014,16,3rd Week,9,Q3,2014
D001411,31-01-2014,31,4th Week,1,Q1,2014
D001412,25-02-2017,25,4th Week,2,Q1,2017
D001413,12-01-2015,12,2nd Week,1,Q1,2015
D001414,09-01-2019,9,2nd Week,1,Q1,2019
D001415,05-12-2019,5,1st Week,12,Q4,2019
D001416,27-11-2014,27,4th Week,11,Q4,2014
D001417,16-05-2017,16,3rd Week,5,Q2,2017
D001418,04-11-2020,4,1st Week,11,Q4,2020
D001419,02-04-2015,2,1st Week,4,Q2,2015
D001420,14-07-2016,14,2nd Week,7,Q3,2016
D001421,20-08-2020,20,3rd Week,8,Q3,2020
D001422,19-12-2016,19,3rd Week,12,Q4,2016
D001423,01-03-2016,1,1st Week,3,Q1,2016
D001424,31-07-2017,31,4th Week,7,Q3,2017
D001425,23-08-2018,23,4th Week,8,Q3,2018
D001426,10-04-2017,10,2nd Week,4,Q2,2017
D001427,19-05-2015,19,3rd Week,5,Q2,2015
D001428,13-05-2019,13,2nd Week,5,Q2,2019
D001429,25-06-2017,25,4th Week,6,Q2,2017
D001430,20-12-2017,20,3rd Week,12,Q4,2017
D001431,05-03-2016,5,1st Week,3,Q1,2016
D001432,20-06-2019,20,3rd Week,6,Q2,2019
D001433,25-04-2014,25,4th Week,4,Q2,2014
D001434,11-10-2016,11,2nd Week,10,Q4,2016
D001435,08-02-2015,8,2nd Week,2,Q1,2015
D001436,05-10-2017,5,1st Week,10,Q4,2017
D001437,26-10-2017,26,4th Week,10,Q4,2017
D001438,01-06-2014,1,1st Week,6,Q2,2014
D001439,13-06-2020,13,2nd Week,6,Q2,2020
D001440,15-12-2020,15,3rd Week,12,Q4,2020
D001441,01-05-2018,1,1st Week,5,Q2,2018
D001442,05-07-2016,5,1st Week,7,Q3,2016
D001443,14-11-2018,14,2nd Week,11,Q4,2018
D001444,08-11-2019,8,2nd Week,11,Q4,2019
D001445,01-03-2015,1,1st Week,3,Q1,2015
D001446,13-10-2020,13,2nd Week,10,Q4,2020
D001447,22-03-2017,22,4th Week,3,Q1,2017
D001448,18-12-2020,18,3rd Week,12,Q4,2020
D001449,15-03-2019,15,3rd Week,3,Q1,2019
D001450,09-07-2016,9,2nd Week,7,Q3,2016
D001451,22-01-2021,22,4th Week,1,Q1,2021
D001452,14-11-2020,14,2nd Week,11,Q4,2020
D001453,27-08-2014,27,4th Week,8,Q3,2014
D001454,06-02-2020,6,1st Week,2,Q1,2020
D001455,07-03-2017,7,1st Week,3,Q1,2017
D001456,06-03-2014,6,1st Week,3,Q1,2014
D001457,23-02-2018,23,4th Week,2,Q1,2018
D001458,13-09-2018,13,2nd Week,9,Q3,2018
D001459,22-09-2018,22,4th Week,9,Q3,2018
D001460,27-03-2016,27,4th Week,3,Q1,2016
D001461,21-02-2017,21,3rd Week,2,Q1,2017
D001462,06-10-2019,6,1st Week,10,Q4,2019
D001463,17-12-2018,17,3rd Week,12,Q4,2018
D001464,13-06-2015,13,2nd Week,6,Q2,2015
D001465,17-03-2018,17,3rd Week,3,Q1,2018
D001466,02-12-2014,2,1st Week,12,Q4,2014
D001467,06-11-2017,6,1st Week,11,Q4,2017
D001468,26-12-2020,26,4th Week,12,Q4,2020
D001469,19-10-2015,19,3rd Week,10,Q4,2015
D001470,25-02-2016,25,4th Week,2,Q1,2016
D001471,30-08-2018,30,4th Week,8,Q3,2018
D001472,16-01-2015,16,3rd Week,1,Q1,2015
D001473,13-03-2016,13,2nd Week,3,Q1,2016
D001474,22-12-2018,22,4th Week,12,Q4,2018
D001475,30-09-2014,30,4th Week,9,Q3,2014
D001476,01-03-2020,1,1st Week,3,Q1,2020
D001477,09-04-2020,9,2nd Week,4,Q2,2020
D001478,25-08-2014,25,4th Week,8,Q3,2014
D001479,09-11-2014,9,2nd Week,11,Q4,2014
D001480,12-04-2014,12,2nd Week,4,Q2,2014
D001481,27-07-2016,27,4th Week,7,Q3,2016
D001482,27-10-2014,27,4th Week,10,Q4,2014
D001483,10-11-2014,10,2nd Week,11,Q4,2014
D001484,18-05-2015,18,3rd Week,5,Q2,2015
D001485,05-01-2020,5,1st Week,1,Q1,2020
D001486,06-10-2018,6,1st Week,10,Q4,2018
D001487,27-07-2015,27,4th Week,7,Q3,2015
D001488,03-02-2017,3,1st Week,2,Q1,2017
D001489,27-11-2015,27,4th Week,11,Q4,2015
D001490,15-05-2015,15,3rd Week,5,Q2,2015
D001491,18-11-2018,18,3rd Week,11,Q4,2018
D001492,29-09-2014,29,4th Week,9,Q3,2014
D001493,02-04-2020,2,1st Week,4,Q2,2020
D001494,03-11-2017,3,1st Week,11,Q4,2017
D001495,27-10-2019,27,4th Week,10,Q4,2019
D001496,10-01-2019,10,2nd Week,1,Q1,2019
D001497,25-12-2016,25,4th Week,12,Q4,2016
D001498,28-05-2019,28,4th Week,5,Q2,2019
D001499,17-04-2015,17,3rd Week,4,Q2,2015
D001500,16-05-2020,16,3rd Week,5,Q2,2020
D001501,08-11-2016,8,2nd Week,11,Q4,2016
D001502,12-10-2014,12,2nd Week,10,Q4,2014
D001503,09-10-2019,9,2nd Week,10,Q4,2019
D001504,16-04-2019,16,3rd Week,4,Q2,2019
D001505,07-08-2020,7,1st Week,8,Q3,2020
D001506,01-03-2018,1,1st Week,3,Q1,2018
D001507,10-04-2019,10,2nd Week,4,Q2,2019
D001508,26-07-2014,26,4th Week,7,Q3,2014
D001509,19-07-2017,19,3rd Week,7,Q3,2017
D001510,03-12-2018,3,1st Week,12,Q4,2018
D001511,26-05-2019,26,4th Week,5,Q2,2019
D001512,25-03-2017,25,4th Week,3,Q1,2017
D001513,08-09-2014,8,2nd Week,9,Q3,2014
D001514,01-11-2020,1,1st Week,11,Q4,2020
D001515,02-06-2020,2,1st Week,6,Q2,2020
D001516,17-01-2015,17,3rd Week,1,Q1,2015
D001517,23-11-2018,23,4th Week,11,Q4,2018
D001518,08-02-2017,8,2nd Week,2,Q1,2017
D001519,26-08-2017,26,4th Week,8,Q3,2017
D001520,02-05-2014,2,1st Week,5,Q2,2014
D001521,09-10-2015,9,2nd Week,10,Q4,2015
D001522,04-04-2020,4,1st Week,4,Q2,2020
D001523,29-09-2015,29,4th Week,9,Q3,2015
D001524,06-04-2019,6,1st Week,4,Q2,2019
D001525,11-07-2014,11,2nd Week,7,Q3,2014
